ZT0_1	ZT0_2	ZT0_3	ZT3_1	ZT3_2	ZT3_3	ZT6_1	ZT6_2	ZT6_3	ZT9_1	ZT9_2	ZT9_3	ZT12_1	ZT12_2	ZT12_3	ZT15_1	ZT15_2	ZT15_3	ZT18_1	ZT18_2	ZT18_3	ZT21_1	ZT21_2	ZT21_3
ostta02g00990	7.933431	7.956989	8.193001	8.064962	7.658852	8.258308	7.932442	7.7482	7.875609	8.003911	7.95771	7.820589	7.779769	7.590883	7.438986	7.81399	7.577906	7.491895	7.65697	7.784458	7.819682	7.915886	8.003856	8.448089
ostta02g01010	7.33177	7.779005	7.644854	6.815095	7.25059	7.562673	4.781486	4.587726	4.464626	3.911198	4.657904	4.743595	5.644134	6.322611	6.439405	7.042527	6.973637	7.008082	7.183764	6.89489	7.224781	6.988874	7.361172	5.704703
ostta02g01020	5.395220259	3.279790187	3.283662174	8.032566306	7.381938772	7.461620868	7.785001627	7.810540672	7.666621536	7.881385975	8.067650053	7.893996747	8.23660291	8.585524259	9.512831392	7.968423768	7.299201711	7.517097845	5.969358872	4.265618195	4.498727305	3.738103262	2.607771775	2.499224455
ostta02g01030	7.180953	8.050561	7.433536	5.164729	4.51693	4.153499	4.809568	3.89067	3.316649	5.221941	7.119631	4.630257	6.754373	7.256744	7.106233	7.656436	8.313344	8.087145	8.393825	8.335671	8.497325	8.192735	8.367552	8.155766
ostta02g01050	6.381941	6.212679	6.087791	7.300147	6.828364	7.029606	8.1949	8.229992	8.16347	8.39018	8.599234	8.567133	7.984233	7.596722	7.745776	7.700685	7.915287	7.916933	7.659301	7.698286	7.788012	6.921287	7.073464	7.230391
ostta02g01060	8.198218256	8.2515847	8.90807877	7.393376719	7.429014395	6.986220689	7.357432791	7.363682418	7.504903616	7.405190349	7.304975734	7.630955535	7.379879098	7.273160153	7.0961878	7.439013019	7.73154332	7.48550333	7.923148443	8.05357367	7.887395022	8.1032887	8.550092774	8.181133488
ostta02g01080	7.612825254	7.598991781	7.746407364	8.315153157	7.975231318	8.050707059	7.163999252	6.897294089	7.108166225	6.447651508	6.540869253	6.567948813	6.875030046	6.754777465	6.561210296	7.324142168	7.221859089	7.103686509	7.802061693	7.698413951	7.967886536	8.125795641	8.612208569	8.672817459
ostta02g01090	6.83617649	6.398951087	6.333406967	7.808556689	6.8874966	6.826213042	7.87668979	7.897414411	8.041099089	7.572788801	7.825374112	7.821036258	7.651016476	7.814188372	7.971390143	7.409336987	7.52821126	7.477394366	7.547533976	7.245347937	7.507506865	7.76621224	7.417990809	7.466405993
ostta02g01100	7.618376	7.134565	7.128866	8.00922	7.72238	7.694816	7.621557	7.618623	7.804977	7.188932	7.385231	7.555507	7.176599	6.982156	7.056729	6.86651	7.036246	6.987254	7.194476	7.103877	7.321938	7.338282	7.410268	7.514638
ostta02g01120	7.615593	7.907357	7.9093	6.218879	5.725834	5.487477	4.547568	3.917439	4.340979	5.000853	5.100486	5.233297	7.126632	7.155243	7.047109	7.634268	8.310373	8.271797	8.408304	8.903551	8.992656	8.351078	8.757649	8.693783
ostta02g01130	7.665184	7.885092	8.159923	7.974588	7.588201	7.43721	7.749383	7.77086	7.894859	7.87895	7.798035	7.934	7.76885	7.584729	7.449931	7.912567	7.895962	7.834228	8.236592	8.203175	8.436029	8.276467	8.608086	8.485417
ostta02g01140	7.539616	7.367802	7.235764	7.843836	7.261036	7.199166	7.353262	7.29165	7.517069	6.670892	6.632101	6.795551	6.843596	6.596576	6.401114	7.037035	7.321992	7.302386	7.576457	7.765925	7.81282	7.755046	8.081768	8.237099
ostta02g01160	7.902126646	7.957733084	8.273900805	7.869161095	7.645320201	7.506603267	7.714668036	7.764153743	7.665065606	7.522689813	7.695874004	7.465589036	7.640698654	7.59126975	7.675593962	7.538557697	7.711593059	7.727726699	7.934824127	8.265944755	8.339901491	7.912051235	8.47511095	8.580500507
ostta02g01170	6.008337	5.602932	5.47981	8.56112	7.707302	7.494554	8.823052	8.828599	8.950993	8.574227	8.276156	8.488278	7.438533	7.2551	6.943931	7.545901	7.400182	7.414687	6.674605	6.483731	6.404219	5.942187	5.770001	5.591985
ostta02g01180	8.097211	7.124386	6.899022	8.054094	7.185254	7.036232	8.499519	8.167714	8.036102	8.455542	8.267156	8.123392	8.442954	8.214862	8.202386	7.753124	7.273422	7.393947	7.203704	6.012059	5.724458	7.061362	5.717035	5.400802
ostta02g01190	7.554168	7.772619	7.757871	6.488765	7.673116	7.518445	5.347123	4.21076	3.994322	5.118759	4.278042	3.945901	6.346101	6.474487	6.564693	7.17047	7.052105	7.103118	7.57563	7.66031	7.61684	7.808843	7.843666	7.773356
ostta02g01200	7.781775	8.177042	8.215567	7.660697	7.910749	7.786508	7.414018	7.446806	7.614444	7.334369	7.526923	7.539437	7.374606	7.488457	7.293389	7.642308	7.685422	7.658707	7.835485	7.882004	7.971977	8.0355	8.521012	8.578488
ostta02g01210	6.89992	7.28262	7.383234	3.689968	4.783324	4.854285	2.803589	2.29005	2.446899	3.517032	3.698491	3.623376	6.984477	7.141197	7.01185	8.194797	8.380868	8.437191	8.017776	8.156457	8.195154	6.982736	7.539266	7.610111
ostta02g01240	7.140321	7.740296	7.979526	3.820681	4.688255	4.595283	2.559704	2.121676	1.987319	3.119764	3.5517	3.334957	6.835011	6.620364	6.629618	7.484299	7.915972	7.975877	8.057907	8.282493	8.326469	7.934333	8.153555	8.131134
ostta02g01250	8.239511	8.187569	8.239725	7.984474	7.774295	7.920343	7.205519	7.425731	7.618928	6.502952	7.038408	7.508802	6.866166	6.799387	6.702411	7.122199	7.485295	7.575689	7.545826	7.985266	8.06719	7.69402	8.42843	8.429292
ostta02g01270	7.766548135	7.605300971	7.697346299	7.941133643	7.637463565	7.493690979	7.284137603	7.169737937	7.535071388	6.606009898	6.684745146	6.805693839	6.721267916	6.818031037	6.664448531	7.168965675	7.344225446	7.224345022	7.795384842	7.794071592	7.784243995	8.189171321	8.122749581	8.146639734
ostta02g01320	7.738485545	7.738485545	7.738485545	6.730430957	6.730430957	6.730430957	4.677978916	3.66666763	3.599762594	4.492153445	4.041924566	4.1718532905	6.091009291	6.282543607	6.09149553	7.485888132	7.75307548	7.6096001575	7.922344409	7.841881106	7.749549596	7.738368622	8.02844101	7.884320697
ostta02g01330	7.72399783	7.95238368	7.905133026	7.796818879	7.224859564	7.361027149	7.36392688	7.394963161	7.468594979	6.859413124	7.162280093	7.597749273	6.959198273	7.059356606	7.095067809	7.111562654	7.557705024	7.576303066	7.652378912	7.902498742	7.971250866	7.80082551	8.094254769	8.147790511
ostta02g01350	7.307815	7.252518	7.121748	7.493309	7.199272	7.048719	7.088492	7.079701	7.348514	7.072191	7.166064	7.155801	7.252532	7.228316	7.38764	7.247397	7.37125	7.431432	7.580908	7.625223	7.583226	7.807672	7.645517	7.617958
ostta02g01360	6.982227424	6.532180803	6.809749068	8.186888348	7.800471284	7.889686731	7.774522102	7.556958164	7.782243601	7.108863046	7.125118392	7.227131171	7.122908458	7.048672382	7.069402023	7.24593797	7.292210087	7.193842091	7.294095717	7.467424925	7.348880957	7.982464812	7.93296467	7.938196011
ostta02g01370	7.508631	7.177205	7.484409	7.645999	6.977161	6.751375	7.646098	7.513832	7.390308	7.667943	7.883686	7.96092	7.794097	7.811565	7.825662	7.389024	7.790211	7.672742	7.796704	8.09321	7.973814	7.919987	8.194719	8.062953
ostta02g01390	7.240198648	6.289349788	6.408524702	7.899121366	7.161460801	7.273177798	7.070237534	7.29385232	7.309065172	6.803252731	6.854390245	7.137903378	7.508270758	7.786675359	7.907067506	7.931691125	8.148782849	8.122453011	8.169535872	8.24005279	8.246313225	8.120511332	8.433313308	8.224193063
ostta02g01400	7.477555	7.571974	7.525351	8.508643	8.38694	8.132451	7.826673	7.777502	7.892211	7.329145	7.300856	7.419849	6.495178	5.861039	5.785377	6.114973	5.944287	5.559547	7.08287	7.138843	6.991071	7.749717	8.057414	7.932155
ostta02g01420	7.016786	7.146819	7.104835	7.280597	6.722699	6.822207	6.723608	6.978711	6.947514	6.57078	6.940685	6.854829	7.425316	7.49161	7.730714	7.330629	7.594457	7.616307	7.55342	7.756343	7.917462	7.722577	7.820927	7.779077
ostta02g01430	6.843634825	7.02068929	6.85541383	6.880372874	6.79449029	6.610933615	7.35510621	7.333117711	7.463180835	7.319011559	7.584990044	7.682336439	7.634500715	7.799818378	7.908364429	7.691528032	7.862764552	8.007996811	7.909075465	8.110366536	8.204423407	7.752364008	8.243314425	8.391710053
ostta02g01440	6.949606	6.452366	6.52716	7.432258	6.78917	6.69573	7.305917	7.177183	7.134811	7.436471	7.4815	7.333905	7.94509	7.95746	7.743099	7.626851	7.695685	7.610519	7.466854	7.349322	7.487273	7.412665	7.172681	7.132673
ostta02g01490	6.766519051	6.40067131	6.528375767	7.335825974	6.841439034	6.832615734	7.24780465	7.367376858	7.423230955	7.298953417	7.411080293	7.392484296	7.483822404	7.383891312	7.5394082	7.2169399	7.426330815	7.396493793	7.928028073	8.071583348	8.089046967	8.27161134	8.202263165	8.24848438
ostta02g01510	7.099372	6.896435	6.860737	7.483145	7.188813	7.18138	7.452484	7.48164	7.491381	7.488053	7.335528	7.473141	7.264951	7.074329	6.894504	7.374535	7.466848	7.348848	7.59399	7.668161	7.761749	7.522304	7.727151	7.579068
ostta02g01530	7.80556	7.13377	7.345541	8.249573	7.564199	7.803121	7.779706	7.7681	7.65053	7.386762	7.564326	7.656617	7.839128	7.831581	8.003947	7.412648	7.490472	7.582969	7.78096	8.013694	8.21697	7.973223	7.962515	8.191095
ostta02g01560	8.209805889	8.317463854	8.413779622	8.373014716	9.003527864	9.09880925	8.157285357	8.201735318	8.091965436	7.942976868	7.810769189	7.686088178	7.503478585	7.54507347	7.258850663	7.335190477	7.340574017	7.264375006	7.669705966	7.907276923	7.776001229	8.563738679	8.636495979	8.673006578
ostta02g01580	4.748126988	4.667092112	4.710110875	5.071373212	5.124846687	5.255323375	5.873936145	6.279157921	6.223842758	7.13188304	7.455620974	7.49860623	8.128128999	8.136575736	8.234923523	8.245731988	8.569924714	8.76252398	8.20032905	8.472519431	8.654565183	7.062848055	7.232405248	7.342456255
ostta02g01590	6.555048	6.483446	6.489603	7.652448	6.871011	6.970623	7.318294	7.38147	7.391491	6.747021	6.960347	7.046043	6.915145	7.12347	6.907867	7.271713	7.552298	7.58337	7.858767	8.169287	8.129103	8.33473	8.385468	8.400833
ostta02g01600	7.752987	7.93557	7.831067	7.860341	7.85546	7.762944	7.914261	7.885767	8.362947	7.757549	7.742792	8.218579	7.778656	7.907654	8.167891	7.655868	7.978715	8.069371	8.030586	8.202003	8.454548	8.18512	8.271059	8.384394
ostta02g01610	7.171710176	7.183621315	7.029515047	8.073410066	7.706570552	7.60198877	7.936435822	7.89016305	7.976323361	7.867679723	7.671020386	7.80977883	7.15278536	6.617109874	6.624809689	6.613146204	6.724431175	6.606164045	7.484905463	7.251161278	7.39550858	7.97092894	7.849975448	7.733669343
ostta02g01640	7.458194	7.109163	7.132046	7.997791	7.320156	7.426452	8.147483	8.072268	8.222698	6.973216	7.319665	7.654137	6.558219	6.194082	6.197445	6.930612	7.111408	6.95968	7.337039	7.428855	7.514599	7.482565	7.271104	7.229769
ostta02g01660	7.759675839	7.950798116	8.12658106	8.205027045	7.832495379	7.654595383	7.437211384	7.536822577	7.882026311	6.791671257	6.863994427	7.242727506	6.870625284	6.969755805	6.673192346	7.352672509	7.714062732	7.606292347	8.031943546	8.155188488	8.228906187	8.347828317	8.66189023	8.834660308
ostta02g01670	6.779274	6.364646	6.076263	7.304585	7.120489	7.050122	7.153399	7.082335	7.251076	6.918836	6.915318	7.192566	7.564307	7.219284	7.26541	7.583237	7.596457	7.695878	7.963358	7.846994	7.99968	8.385075	8.062501	8.171754
ostta02g01680	8.053796177	7.930984231	8.153007663	8.122162878	7.767275334	7.58777365	7.641143102	7.796149411	7.885514325	7.189911791	7.44769578	7.576044092	7.299175437	6.627067809	6.723989469	6.843853066	7.031711733	6.933415163	7.874960844	8.093427392	8.121594984	8.523294835	8.85735155	8.849576059
ostta02g01710	7.956701	7.141284	8.772118	6.998345	7.357827	7.064728	7.472498	7.298785	7.078998	7.372283	7.260496	7.016283	7.114929	7.482394	7.799908	6.826656	7.311988	6.889867	6.895039	7.245479	7.070259	7.183224	7.144383	6.893057
ostta02g01725	7.121262	6.932856	6.786203	7.61358	7.817361	7.863883	7.722978	7.914725	7.882754	7.783493	7.741436	7.893388	7.559553	7.341027	7.348685	7.349567	7.698985	7.61081	7.55381	7.85216	7.776905	7.699354	7.700023	7.686228
ostta02g01730	7.515282009	7.427411296	7.511335598	7.95181708	7.960146511	7.9559817955	6.828518426	6.556771995	6.813800683	5.527474963	5.121594692	5.3516864	5.423417633	5.000932353	4.74094847	5.959109718	6.078744419	5.973134411	7.331264002	7.131771196	7.047542086	8.437095194	8.240447884	8.25083955
ostta02g01770	7.429072	7.814573	7.72146	7.205575	8.026317	7.644733	7.129049	7.192048	7.309476	7.134637	7.177735	7.229295	7.416829	7.73615	7.667639	7.577325	7.617844	7.532258	7.692034	7.726652	7.625337	7.95363	8.180559	8.159275
ostta02g01780	7.519863337	7.579398877	7.461649133	7.019195535	6.885919349	6.759721481	6.88072989	6.915609008	6.890842546	6.936130062	6.762584181	6.912217818	7.22641643	7.090486021	7.20491154	7.329173477	7.25535255	7.362569932	7.398585286	7.187565219	7.3274661	7.087863821	7.312485092	7.368132361
ostta02g01790	7.346273658	7.107885568	7.414475512	7.491467063	7.170623551	8.241176882	6.747538964	6.506207754	6.798515006	6.331981191	6.188326508	6.610467847	6.777211345	6.662722843	7.101169432	7.242828468	7.645846036	7.788244612	7.828036874	7.916566788	7.9846517635	7.978935076	7.824731975	8.049921676
ostta02g01810	3.692474	3.521908	3.598109	6.923778	6.258204	6.113362	7.634125	7.722704	7.685089	8.041957	8.254581	7.821758	8.041755	7.871413	7.717085	7.688651	7.667772	7.465077	7.36515	7.332915	7.308818	7.023605	6.819915	6.63046
ostta02g01820	5.291976333	4.125204349	4.085177447	7.461580103	7.379415015	7.182689767	7.811536994	7.762570064	7.82300209	8.162314116	7.909646057	7.854130119	8.269207693	8.010864022	7.922311892	8.19243617	7.672431848	7.564827208	7.991576092	6.974082126	6.982692965	7.203228194	6.054756433	5.970806834
ostta02g01840	7.618676	7.461429	7.640096	8.311884	8.208213	8.067831	7.465042	7.563047	7.621836	5.031429	5.083277	5.528941	3.987914	3.657286	3.083315	5.58959	5.566778	5.505794	6.857515	6.718472	6.773637	7.64802	7.948648	7.767449
ostta02g01850	6.276059351	5.932342437	5.7020648	6.609458381	6.896738018	6.911488357	6.948727426	7.393792176	7.401875451	7.527037934	7.667249592	7.650717852	7.713315718	7.971206585	7.993596728	8.067910486	8.069163149	8.068531194	7.506356998	7.804771333	7.9010776	7.49155835	7.222459485	7.190692674
ostta02g01860	6.13169	5.824414	5.875146	8.25311	7.002203	6.75221	9.123338	8.940026	8.981406	9.178102	8.967984	8.810301	7.422978	6.645016	6.848188	6.020441	5.380427	5.067191	5.375064	5.525361	5.223196	5.576109	5.841809	6.119707
ostta02g01870	7.280216	7.293259	7.454067	7.868196	7.921286	7.937881	7.980729	7.983941	8.093461	7.996811	7.887926	7.951192	7.666262	7.912352	7.870146	7.526779	7.53594	7.630538	7.195006	7.054019	7.163573	7.177433	6.562954	6.575912
ostta02g01880	7.878526496	8.030616576	7.277257193	7.639452533	7.784246109	7.24183618	7.8042634	8.15651695	8.6458844045	7.504285172	7.816462256	8.611360781	7.592585751	7.889095065	6.75532961	7.598154419	7.829757852	7.973009705	8.083833184	7.884463648	8.36841231	8.662555095	8.035222411	8.312894646
ostta02g01890	6.098135344	5.342632819	5.204071061	7.108148714	6.980089514	7.021686635	8.115587966	8.017478418	8.123464916	8.221264898	8.161724873	8.390001033	7.710146311	7.897217615	7.803681963	7.497829536	7.733488101	7.737132734	7.163313598	6.931384354	7.004038994	6.524471951	5.893523619	6.075495117
ostta02g01900	8.256260512	7.971803662	8.089345114	8.033876975	7.678991494	7.509031417	7.706973963	7.776154272	8.275353741	7.885037483	7.974998566	8.202616986	7.810634253	8.053578855	7.959459638	7.685153828	8.086650157	7.887249554	7.624107761	7.754391424	7.942564833	7.999049131	7.402487631	8.05598728
ostta02g01920	6.996917376	6.749181784	6.76718366	8.041181335	7.288751127	7.396733613	7.57749622	7.479498044	7.610959825	7.131881608	7.155560691	7.266158056	7.178173791	7.171156889	6.806641061	7.407357397	7.529840538	7.518423602	7.861949928	7.75969159	7.872004008	7.858556109	7.898696733	7.982393819
ostta02g01950	7.435636012	6.974837053	7.044094284	8.155488168	7.715857638	7.590936802	7.944163805	7.795114771	7.984521773	7.540757307	7.365477039	7.748677956	7.098853556	7.10356375	7.114618384	7.163051933	7.314953235	7.310128925	7.606754915	7.64620386	7.639092603	7.979240487	7.976509823	7.951474423
ostta02g01960	8.040343	8.306039	8.270085	6.580599	6.682355	6.538538	4.04307	3.351324	3.291848	3.535928	3.990566	3.79483	5.974205	5.866609	5.784928	6.970394	7.340359	7.068639	7.557403	7.810275	8.063146	7.265806	7.965396	7.897082
ostta02g01970	7.593568822	7.462346648	7.554661659	7.42311857	6.841189478	6.655153786	4.949826796	4.184967658	4.323051117	4.199341484	4.282203696	4.112214978	6.63216878	6.541358166	6.212833914	7.869182556	8.009031114	7.871136566	8.284651963	8.307239586	8.406660794	8.43985683	8.568740546	8.397205715
ostta02g01980	6.666176	6.937725	6.696585	7.668254	7.439609	7.238739	7.404717	7.465421	7.568479	7.223594	7.159331	7.509761	7.442217	7.523636	7.559914	7.494065	7.5146	7.52048	7.588351	7.755777	7.827498	8.084016	7.937734	8.115161
ostta02g01990	7.541447556	7.685260668	7.61924094	7.896915012	7.655186026	7.546557207	7.815130012	7.69484136	7.760899106	7.352491002	7.311150167	7.523721775	7.419068071	7.375124961	7.346405024	7.170017847	7.449256984	7.420103112	7.553659	7.634623729	7.703140895	8.01722865	8.127708399	7.903055255
ostta02g02000	6.094952	5.699774	5.833307	7.180307	6.092532	6.224201	7.377684	7.629909	7.518893	7.291538	7.844503	7.712789	7.662441	7.612096	7.862266	7.709415	8.039281	7.907386	7.831862	8.162162	8.079321	8.001603	7.895284	7.872242
ostta02g02010	6.712171	5.764421	5.616399	7.758226	7.109881	6.885064	8.099642	8.00366	8.070491	8.289957	8.069458	8.102314	7.667459	7.593012	7.509651	7.365799	7.652734	7.486662	7.664936	7.794747	7.829958	7.401545	7.322302	7.147839
ostta02g02020	7.441098533	6.716882877	6.796008766	7.762480486	7.39116545	7.39352166	7.523648335	7.390598777	7.450755085	7.304908897	7.261344839	7.32161429	7.42281506	7.289758871	7.1476068	7.582325724	7.716586453	7.655037837	7.41273369	7.174914012	7.359239098	7.135514159	6.962971077	7.141349726
ostta02g02030	7.297214	6.822952	6.802042	7.463268	7.282542	7.246786	7.36515	7.380216	7.622444	7.229347	7.522374	7.602658	7.664267	7.596936	7.702451	7.680833	7.826005	7.873492	7.652852	7.786045	7.856977	7.724429	7.58243	7.706111
ostta02g02050	6.471305	6.946595	6.963621	6.473404	6.681392	7.269311	6.838704	6.613907	6.136967	7.085039	6.357956	6.198056	6.825529	6.640521	7.490818	6.535326	6.471655	6.507021	6.482972	6.50963	6.186158	6.321664	6.815814	6.890353
ostta02g02090	7.929559939	8.252627164	8.207854943	7.654035951	7.936232441	7.9019531	5.134638501	4.810190311	5.106433999	4.251567228	4.173538184	4.512618292	4.724945479	5.074068428	4.757911	6.63726292	7.358195751	7.344049782	7.494510634	7.910283331	7.870930722	7.820344388	8.24472718	7.926510844
ostta02g02100	7.991941	8.809021	8.627069	7.846385	7.921836	7.369642	7.76309	8.023472	8.330844	7.782666	8.065137	8.412953	7.596074	7.945236	7.746529	7.622781	7.97947	8.046199	8.226321	8.480118	8.402614	8.518622	8.834175	8.891144
ostta02g02110	7.781744652	8.009220653	8.23559325	6.475722756	7.027965765	7.245751621	5.64310142	5.360029813	5.325040226	5.84421008	5.447944026	5.449453955	6.568078221	6.52954133	6.554900953	7.803609026	8.017805757	7.948671603	8.24414253	8.30848655	8.44027981	8.076710211	8.331875241	8.344022807
ostta02g02120	7.551356	7.90943	8.383665	7.485455	6.969289	7.149316	7.139571	7.191602	7.226495	7.272262	7.107355	7.138648	7.701618	7.799304	7.985162	7.629593	7.766533	7.778456	7.987502	8.144446	8.356883	8.142538	8.520762	8.46422
ostta02g02130	7.094510786	6.303973557	5.966596948	8.429087558	7.830207415	7.627701378	7.968294068	8.042180578	8.356722032	8.022966484	7.884711187	8.166359504	7.977570652	8.226332233	8.192197201	8.17516928	8.290517038	8.272475884	8.078945421	7.875610266	8.042541957	7.603713963	6.99576345	6.933799422
ostta02g02140	7.401523	6.558545	6.397836	7.920655	7.375337	7.198581	8.747763	8.730019	8.625994	9.262554	8.964073	8.927365	7.80194	7.150583	7.530492	6.601142	6.012976	6.028022	6.987191	6.434015	6.405248	7.314214	6.928283	6.814753
ostta02g02150	6.141845464	6.135617715	6.024837893	8.073097341	7.645907134	7.695482046	8.675425973	8.842403479	8.850539889	8.470991672	8.656621879	8.856322323	7.571015911	6.957791316	7.217434017	6.582609206	6.270678723	6.146556004	6.578039102	6.230442211	6.119244626	6.451110328	6.208301666	6.168425018
