ZT0_1	ZT0_2	ZT0_3	ZT3_1	ZT3_2	ZT3_3	ZT6_1	ZT6_2	ZT6_3	ZT9_1	ZT9_2	ZT9_3	ZT12_1	ZT12_2	ZT12_3	ZT15_1	ZT15_2	ZT15_3	ZT18_1	ZT18_2	ZT18_3	ZT21_1	ZT21_2	ZT21_3
ostta06g01955	8.207604	8.173219	8.531415	8.110658	8.059638	8.452003	7.81893	7.891868	7.688119	7.413133	7.676717	7.724498	7.313948	7.486792	7.568003	7.331127	7.408741	8.303043	7.163301	7.424209	8.09222	7.068053	7.129261	8.458737
ostta06g01960	6.387441793	6.117620082	5.911547302	7.469980946	7.38301397	7.646373023	7.878526569	7.705751823	7.80003431	8.084985745	7.979150298	8.145930249	7.863388926	7.658343797	7.540735832	7.904217057	7.814716761	7.928128593	7.842439379	7.59292231	7.795549067	7.397590943	7.353626656	7.343530873
ostta06g01970	4.950559	3.861916	3.69605	7.844138	8.01191	8.031904	8.2561	8.462837	8.545719	8.382232	8.495754	8.303033	8.203879	8.072509	8.144119	7.507339	6.575253	6.672398	5.559129	4.371716	4.053733	4.530013	4.010475	3.563306
ostta06g01980	7.502331988	7.485354717	8.259969711	7.340443583	7.432446306	7.838920537	7.377242818	7.230752491	7.468397418	7.058237284	7.103194524	7.512287628	7.198528337	7.400746082	7.417246265	7.531495482	7.873889338	8.194787308	7.957833247	7.950660524	7.982082569	7.837354686	7.927413894	8.192592026
ostta06g01990	6.727514	6.63778	6.986843	7.789427	7.87197	7.954228	7.877625	7.990165	8.006731	7.743838	7.963038	8.166514	7.938441	7.547982	7.518247	7.860263	7.776902	7.798562	7.563846	7.608949	7.622662	6.476792	6.687545	7.085381
ostta06g02000	4.188051874	3.398946177	3.346129542	7.179362619	6.791677563	6.787396352	7.523837119	7.679807382	7.764626138	8.083897501	8.293754202	8.28201545	8.450812739	8.701824441	9.106324393	7.954969746	8.025565193	8.087194026	7.142130184	7.003517122	7.068210982	4.933162247	4.384708451	4.428486023
ostta06g02010	3.588993	3.998861	4.021815	5.964135	5.371165	5.147698	8.584123	8.875515	8.860883	9.589971	9.682037	9.63482	8.529549	7.880109	8.249758	7.240909	7.209503	7.376753	5.611047	5.635827	5.658976	4.331459	4.341856	4.263206
ostta06g02020	5.127736889	5.083259303	4.947355737	5.579978626	5.744902612	5.478628159	7.003732548	7.151283848	7.068404123	7.534914771	7.730160218	7.589002127	8.27968586	8.531865428	8.505772105	8.322451619	8.295238261	8.430322274	7.954922243	7.687825219	7.676765776	7.007714281	6.906215637	7.115334157
ostta06g02030	7.880942	7.125218	7.338475	8.284872	7.857334	7.608234	8.017594	7.821489	7.76806	8.192442	7.84667	7.653654	8.155657	7.94179	7.905528	7.84855	7.573685	7.622579	7.344119	7.05638	6.906115	7.22226	7.323918	7.346124
ostta06g02040	8.136166	8.252623	8.669953	7.706486	7.777263	7.93851	7.360404	7.470887	7.003558	7.62879	7.918393	7.909019	8.038096	8.487827	8.576837	7.44499	7.64771	7.670433	6.734553	7.083123	6.9437	6.968597	7.332633	7.150615
ostta06g02050	7.645647233	7.398557396	7.186413381	7.892255542	7.371773394	7.191993771	7.555499435	7.611735603	7.530001248	7.601204353	7.351070567	7.474982109	7.606560645	7.251599945	7.48185764	7.518050609	7.490414964	7.205881158	7.548107705	7.385865576	7.523491731	7.471238301	7.730490272	7.768333535
ostta06g02060	6.161194	6.102205	5.8461	8.042932	7.276658	7.267162	7.507856	7.309621	7.494069	7.590305	7.390431	7.436724	7.82784	7.905762	7.941595	7.996772	8.232181	8.07398	8.341615	8.408751	8.548106	7.811959	8.148732	8.057896
ostta06g02070	7.003433	7.361942	7.29808	7.292073	7.557605	7.541118	7.174274	7.114822	7.296948	7.595095	7.42551	7.627864	7.614832	7.621776	7.729236	7.819836	8.110901	8.104751	8.369439	8.569944	8.848846	8.492824	8.811994	8.998343
ostta06g02080	7.671095	6.036844	6.008998	8.441487	8.443448	8.390009	8.280816	8.297838	8.405848	7.920957	7.969181	8.15545	7.915338	7.928411	8.03998	7.171336	6.892379	6.883367	6.802898	5.988868	5.575505	6.618555	5.402509	5.379072
ostta06g02090	7.779257103	8.352375589	8.522403563	4.968219445	5.461396835	5.111992975	4.374231314	4.014044182	4.532521789	4.45453867	4.366224033	4.598438788	6.788310717	7.055560172	6.887537998	7.470516566	7.958266369	7.943062432	7.768715312	8.281557864	8.170765663	7.875905947	8.179942621	8.132425707
ostta06g02100	6.879117	7.16488	7.479515	5.315572	6.196429	6.237516	5.312423	4.765043	5.050218	6.020677	6.051688	6.303971	7.543163	7.758716	7.826592	8.140645	8.093598	8.284428	8.125941	8.296813	8.228898	7.950776	8.335637	8.518311
ostta06g02110	8.759773	9.148895	8.944646	8.038104	8.756883	8.926711	7.651821	8.057118	7.790945	7.742222	7.784868	7.574228	7.677982	7.813509	7.620495	7.494486	7.412798	7.226604	7.656373	7.620052	7.558747	8.016195	7.83067	7.844186
ostta06g02120	8.355930547	8.676383628	8.420913825	7.736601681	7.93989197	7.921565758	7.58060959	7.875768034	7.747231816	7.784850456	7.850159826	7.386528308	7.694216642	7.799740629	7.648870718	7.48824116	7.365154562	7.202968447	7.722721668	7.439021501	7.328294015	7.815258934	7.795828258	7.72520385
ostta06g02130	6.877165	7.04985	6.983345	6.193463	6.005859	6.286733	7.406409	7.255405	7.410471	8.159165	8.144377	8.122984	8.682269	8.628429	8.655349	7.800308	7.84115	7.789999	5.822165	5.873048	6.097995	3.569984	2.926871	2.986122
ostta06g02140	5.083103	5.750821	4.732815	6.657489	6.206883	6.470296	8.215376	8.253785	8.13111	8.259134	8.142909	8.333809	8.431419	8.29486	8.428551	8.506281	8.163004	8.416748	7.728724	7.87512	8.077777	6.79626	6.719286	6.683827
ostta06g02150	2.804501939	2.83254957	3.005566912	3.41729058	3.128904696	3.122820762	7.315081837	7.806953723	7.639618333	9.290963408	8.960108727	9.352911719	9.986707027	10.172113724	10.0794103755	7.371729966	6.18362473	6.275079007	4.077867256	3.108394885	3.088289323	3.087102611	2.772854378	2.664533342
ostta06g02160	7.121136	7.718096	7.30181	7.355994	7.563659	7.069837	7.555713	7.76978	7.500628	7.668344	7.454844	7.688041	7.49653	7.217142	7.059384	7.179895	7.488281	7.429234	7.377012	7.681643	7.831755	7.806633	8.080184	8.267591
ostta06g02170	6.872771	6.52231	6.516404	6.395356	7.360464	7.276546	7.438047	7.326427	7.209048	7.713558	7.798328	7.776594	7.882052	8.111135	8.057348	8.364416	8.175213	8.338807	8.20451	8.283539	8.618186	7.937283	8.245486	8.31567
ostta06g02180	7.274486868	7.860059888	7.98751631	4.008871784	4.214313161	4.169678193	4.089803425	3.672705455	3.857594228	3.694953156	3.50583056	3.819948217	3.928380636	4.497807373	3.534591639	7.654278325	8.330309408	8.306437396	8.089174444	8.810941215	8.914423024	8.28198814	8.794304205	8.764806221
ostta06g02190	7.749497	8.561522	9.062408	5.494677	5.914542	5.607439	5.791296	5.428235	5.989845	5.592097	5.45049	5.955535	5.830758	5.649917	4.862296	6.989322	8.04219	7.796796	8.084884	8.699997	8.746791	7.955479	9.057925	9.089046
ostta06g02200	7.616768226	8.01000955	8.243266973	7.023787795	7.459523055	7.498943958	6.023295973	5.468898272	5.729402949	5.95065798	5.391550044	5.68188712	6.578610334	6.069500632	5.716076345	7.343414334	7.367116624	7.471745886	7.921758477	8.099962785	7.957713115	8.387174797	8.895616151	8.994420019
ostta06g02220	7.168381631	6.770330157	6.895704545	7.261166839	6.929554261	7.153239677	7.15240537	7.030807564	7.105381572	7.03905196	6.871820527	6.9333724975	7.127311373	7.469563939	7.313619135	7.822369627	7.80836166	7.88619301	7.715997163	7.399581789	7.514749776	7.543695769	7.280922018	7.186575845
ostta06g02240	7.795909	7.900217	8.118987	4.118272	5.901737	5.958203	3.55173	2.866506	3.305129	3.909305	3.614728	3.947632	6.55608	6.520191	6.47429	7.714402	7.684262	7.614096	7.84721	8.276668	8.31345	8.063001	8.253941	8.34228
ostta06g02250	7.524153299	7.429468048	7.410986211	7.374504556	8.298479155	8.342670506	7.476752787	7.448238026	7.412957074	7.629322188	7.497066116	7.480235114	7.624150817	7.691034741	7.697136423	7.655011687	7.110691735	7.100352753	7.070267742	6.830936659	6.787009333	6.683574819	6.630562322	6.601423506
ostta06g02260	8.931404	8.456637	9.218206	9.11019	9.341406	9.494622	8.734555	8.846769	8.910179	8.619957	8.837074	8.884674	8.202018	8.356166	8.466178	7.96199	8.00947	8.32356	7.768338	7.710769	7.924882	7.49875	7.645892	7.755952
ostta06g02270	8.376464	8.494892	8.396137	8.034701	7.844867	7.960759	6.95598	7.002703	7.038743	6.736536	7.092271	7.108169	7.010415	7.294557	7.321871	7.251153	7.350734	7.457492	6.228657	6.575708	6.768391	4.940079	5.330007	5.405953
ostta06g02280	6.763878	7.079433	7.213195	6.638822	6.49137	6.88345	5.691618	5.346993	5.520825	6.648193	6.409411	6.702482	7.634252	7.682425	7.62614	8.0623	8.236267	8.262133	8.401345	8.574316	8.622182	8.142703	8.429356	8.559981
ostta06g02290	8.224699	8.128733	8.451365	6.604665	6.883242	6.595033	5.835178	6.209339	5.909967	5.716356	5.876553	5.941423	6.087317	5.852431	5.621567	6.898199	7.227915	7.009275	8.119463	8.349261	8.181489	8.153826	8.481285	8.321975
ostta06g02300	7.594578	8.088205	8.581831	4.906818	7.008331	4.992953	4.624064	6.505841	4.296373	4.868002	5.784739	4.453342	6.182354	5.489313	4.855884	8.456456	8.430235	8.578887	8.74726	8.645132	8.820776	7.786095	7.654948	7.788968
ostta06g02310	7.443043944	7.539812371	7.060145274	7.036593181	7.387139726	7.173939803	7.424383449	7.801096465	7.997465571	7.665104807	7.923686257	8.169266943	7.500910853	7.848688439	8.068309172	7.700730672	8.408768313	8.008721442	8.254454537	8.443372812	8.123783681	8.370839788	8.246031056	8.360812185
ostta06g02320	7.851121	8.253567	8.533992	7.499547	7.860587	7.886195	7.225718	7.165909	7.491076	7.734292	7.592842	7.75095	7.513003	7.28208	7.432096	7.433347	7.355616	7.28781	8.380185	8.4	8.234793	8.665781	8.967688	9.24371
ostta06g02350	8.054939858	8.377293096	8.417815074	7.319181697	8.434751304	8.374783089	7.269490463	7.064547317	7.408847907	7.460578959	7.053380422	7.201076053	7.714043615	7.607125416	7.334129752	7.871586888	7.701180476	7.581147978	8.244903552	8.032891427	8.048049365	8.483841285	8.532808415	8.566504047
ostta06g02360	8.574052	8.232839	8.608412	8.283697	8.414519	8.173312	7.839182	7.791151	8.085079	8.019919	7.878353	7.780756	7.981893	7.995175	7.672352	7.805905	8.063907	7.986004	8.054559	7.95087	8.029127	8.535915	8.285774	8.232302
ostta06g02370	6.464674662	6.600481012	6.608910175	6.610565037	6.687871196	6.925746523	6.408496851	6.06594148	6.631430735	6.779434862	6.518672207	7.149552101	7.268822489	7.077846351	6.81582355	8.255720909	8.354608692	8.390618401	8.686524494	8.602365599	8.695133409	8.304217196	8.21973983	8.45201326
ostta06g02380	7.59077	7.969046	7.87763	7.126498	7.521684	7.660764	7.353927	7.28697	7.751267	6.590294	7.160717	7.216096	7.054764	7.340668	7.307226	7.234081	7.317251	7.245848	7.177022	7.542613	7.350498	7.236766	7.77227	8.150218
ostta06g02390	7.471966	8.072925	7.995612	6.511145	7.365915	7.32343	3.260076	2.680746	2.829583	1.814918	1.976821	2.046584	2.944524	3.335156	2.883465	6.49787	6.468111	6.298744	7.27479	7.6334	7.61504	7.358437	7.928537	8.010877
ostta06g02400	8.30204691	8.81357211	9.221521899	7.734773101	7.86246999	8.154667598	7.710871787	7.571317025	7.287197947	7.695562047	7.639529956	7.398615867	7.847115108	7.943805214	8.215103585	7.852722971	7.998836431	8.148805448	8.038115884	8.053735481	8.422792824	8.080821731	8.643849552	8.641225446
ostta06g02410	7.278504405	7.933246195	8.356530928	6.831650872	6.801961253	6.79936757	7.019971795	6.607266362	7.030758911	7.009077204	6.803778065	7.215358151	7.463399215	7.156896015	7.171548446	7.619133495	7.898440842	8.055873389	8.469120289	8.466240894	8.474509703	8.202302121	8.670554044	9.108819489
ostta06g02420	5.352472	7.918134	5.898597	5.183388	7.007787	6.095587	6.557216	6.488921	6.201845	6.920369	6.920369	6.920369	7.912269	7.912269	7.912269	7.17552	7.17552	7.17552	7.842811	7.961284	8.079756	4.575176	3.972266	4.194845
ostta06g02430	7.403648	6.546186	6.614962	8.015847	7.534027	7.663795	8.013765	8.014327	7.929733	7.955077	7.983027	7.501542	7.747947	7.973411	8.13176	7.537418	7.507639	7.615559	7.29236	7.008766	7.177275	6.348238	6.246517	6.449959
ostta06g02440	3.651450141	3.876175581	3.710380247	3.48110319	3.414519018	3.236234077	7.186727048	7.313813251	6.975019774	8.968421415	9.102523144	8.787445852	9.506902146	9.080691702	9.770020519	8.088010308	7.690394938	7.717144606	6.577263101	6.155665979	6.189761542	4.099832332	3.896124561	3.635375162
ostta06g02450	6.344243	6.136711	6.088724	8.101581	7.48826	7.656735	8.477508	8.56454	8.544667	8.323696	8.572139	8.626222	7.50441	7.118745	7.335129	6.569269	6.130877	6.035838	6.527732	6.132208	6.012359	6.873836	6.419071	6.767946
ostta06g02460	8.08274	8.058938	8.012187	7.310973	7.895897	7.99366	7.231765	7.242108	7.205082	7.102004	7.045284	7.170024	7.114665	6.964592	7.064657	7.034581	7.021742	7.123452	6.818738	6.721293	6.835142	6.542031	6.621873	6.685945
ostta06g02470	6.906589	7.143737	7.321769	5.340078	5.727487	5.719344	4.909414	4.479273	4.654634	4.96643	5.126186	5.289966	6.828405	7.347202	7.506027	7.643281	7.948245	7.930439	8.142785	8.416866	8.321444	7.962005	8.126834	8.260387
ostta06g02480	7.667491692	7.909336428	7.818935877	7.054392021	7.255693278	7.355098293	6.318154786	6.215122424	6.339339417	6.966215196	6.699356407	6.972100427	7.59054584	7.729256344	7.811777426	7.724001653	7.722223288	7.843530771	7.702040075	7.782965917	7.850295631	7.709028854	7.842129189	7.689006574
ostta06g02490	6.724781	5.870277	5.929523	6.419894	5.624666	5.5483	8.20451	8.140496	8.227575	8.879606	8.940902	8.88334	8.639638	8.471363	8.791408	7.664375	7.151146	7.153437	7.108148	6.470024	6.080616	6.925894	6.361208	6.178166
ostta06g02510	4.956708	4.922828	4.785586	7.790327	7.750226	7.944718	8.388217	8.28985	8.473196	8.122447	8.183408	8.525345	7.436039	7.243592	7.343984	7.751417	7.988501	8.133354	7.468777	7.694831	7.794338	5.633096	6.016923	6.100122
ostta06g02520	7.20323175	6.908622575	6.760961647	8.070315917	7.334226837	7.541253591	7.806090928	7.885823961	7.796117541	7.932370246	7.98489799	7.84979084	7.81568763	7.813361607	7.931854416	8.079013231	8.041790559	8.205767081	7.758951494	8.290242943	8.192967205	7.744669629	8.066642216	8.143953358
ostta06g02530	8.592218039	8.410835452	8.468658949	7.669253695	7.53586708	7.451945309	6.098215971	5.776591352	5.799575486	5.451040993	5.149679556	5.345228801	6.48141256	6.141511318	6.195940463	6.919057686	7.181242263	7.240766661	7.505065837	7.841223035	7.925827908	7.769175601	8.144922722	8.062549292
ostta06g02540	8.83332566	8.170732058	8.10261753	8.002562698	7.671938422	6.663463973	8.221568174	7.667168879	8.073193344	8.144076029	7.864037429	8.015479055	7.777273707	7.571150191	7.159149612	7.783739957	7.60600636	7.785467933	8.143843842	7.515249365	7.522518269	8.129199202	7.728327347	7.732784827
ostta06g02550	8.553478	8.567272	7.904616	7.787105	7.755453	7.213303	7.854495	7.759106	7.844154	8.020028	7.703373	7.678402	7.587956	7.730919	7.385981	7.923917	7.552255	7.309029	7.841132	7.823252	7.926515	8.248321	7.839521	8.252632
ostta06g02560	7.93130504	7.944843185	8.148657098	7.870772166	7.845323866	7.990947444	7.568336803	7.764388841	7.820753398	7.752707707	7.883479915	8.099280902	7.055060375	6.474636585	6.56265693	6.90993196	7.089177684	7.128145582	7.418575091	7.878612953	7.940342393	7.900987281	8.224877806	8.262352858
ostta06g02570	8.394457	8.519232	8.844764	6.91868	7.473476	7.418976	5.680137	5.216711	5.501738	5.956164	5.375893	5.565488	6.190273	5.78387	5.412385	6.821598	7.372929	7.218879	7.679504	8.193933	8.123714	7.677242	8.237887	7.988452
ostta06g02580	7.905970867	8.003323385	8.324338292	8.047106722	8.029687849	8.0383972855	7.004271345	7.615673683	7.45988478	5.747937857	5.936708869	5.722385884	4.504397831	3.990405829	3.603767223	5.02241267	4.034186922	3.685318672	6.914469526	6.298371372	6.080890918	7.807644394	7.65501778	7.517266024
ostta06g02590	8.240831	8.649998	8.594078	7.83072	7.883853	7.466584	7.861766	7.986482	8.034454	7.799243	7.876353	7.872717	7.74614	7.758426	7.55611	7.627896	7.847657	7.853429	8.127812	8.33225	8.433152	8.481639	8.689716	8.732453
ostta06g02600	7.147420433	7.008165822	7.038881998	7.293913823	7.671237474	7.487653017	7.714583082	7.926697038	7.911816208	7.790372946	8.096110914	7.984338235	7.443143066	7.143270647	7.037900494	7.553133378	7.501569666	7.359038997	7.707801002	7.445661766	7.322246987	7.649682562	7.341533824	7.376561577
ostta06g02605	7.451506	7.725199	7.551918	7.386018	7.383828	7.640958	7.033317	6.92342	6.852198	6.819089	6.667513	6.669481	6.768712	6.60733	6.59646	7.016374	7.034602	7.048886	7.605322	7.190239	7.317694	7.797659	7.196225	7.340733
ostta06g02620	7.622522232	7.987094589	7.954422977	6.807366066	7.318120672	7.569771632	7.095484075	7.031076869	6.931637367	7.46181633	7.557990754	7.510562984	7.620502066	7.805307122	7.870879474	7.726668535	7.748155149	7.832588492	7.355252843	7.64173893	7.683428617	6.943646276	7.536754259	7.62622099
ostta06g02640	5.47972	4.857719	4.575675	7.164003	6.705826	6.629729	7.503935	7.711934	7.696845	7.483742	7.726696	7.426547	8.136187	8.406484	8.871243	7.861699	8.171145	8.169821	7.207937	6.852761	7.174053	6.375602	5.233709	5.255305
ostta06g02650	7.34416	7.210227	7.138351	7.330884	7.132965	7.487111	7.569619	7.411596	7.575319	7.354807	7.349085	7.541692	7.082338	7.268904	7.539155	6.991147	7.176468	7.195176	7.030274	7.522103	7.394218	7.429775	7.3976	7.702639
ostta06g02670	5.333293	4.629748	4.425333	7.826681	7.849608	7.870948	8.364192	8.532017	8.282959	8.378839	8.461944	8.21187	8.328324	8.406561	8.463576	7.601509	6.28605	6.339231	5.656768	4.387736	3.994575	4.687089	4.418444	4.126989
ostta06g02680	7.446085887	7.292882283	7.309159052	7.557225241	7.350463472	7.66712685	7.541025014	7.868256534	7.645544988	7.467874481	7.500495719	7.628066105	7.790386471	8.045751231	8.166205668	6.627339677	6.5251240525	6.393137097	6.426623473	5.976216262	5.911736302	6.436197476	6.425396975	6.13543952
ostta06g02690	7.93062898	8.413458162	8.689477171	7.699885442	7.896964449	7.999699068	7.486307464	7.588666947	7.587883516	7.410609274	7.405410619	7.434874245	7.310136707	7.368873099	7.353389014	7.156306104	7.230799856	7.027129628	7.394606653	7.308584649	7.440068209	7.704325785	7.963398047	8.072266366
ostta06g02700	6.399282	7.259487	7.194143	7.062157	7.494252	7.294168	7.928134	8.206504	8.280023	8.36709	8.746555	8.558443	8.422054	8.233419	8.416583	7.621162	8.078193	8.146444	8.047511	8.26756	8.268456	7.661172	7.505935	7.81686
ostta06g02710	8.327584281	8.445284115	8.56542835	7.881953617	7.556629027	7.467894117	7.659372633	7.669824278	7.85647118	7.258926512	7.841968104	7.699869613	7.709953076	7.848979267	7.986687352	7.669348013	7.551539947	7.572183024	7.517991184	7.56238622	7.490449225	7.485042919	7.55065449	7.354103767
ostta06g02720	8.168532	7.573342	7.585066	8.272698	8.257172	8.32635	7.892926	8.16602	8.164835	7.838091	8.071519	8.222865	7.421343	7.664082	7.597516	7.378594	7.400706	7.398449	7.303124	7.106138	7.01411	6.978245	6.210674	6.564883
ostta06g02730	7.018189	6.478517	6.091132	7.745208	7.476639	7.448123	7.727928	7.731372	7.664428	8.227048	8.014978	7.982105	7.521975	7.144759	7.364524	7.267571	7.270061	7.296781	8.326412	8.185007	8.326871	8.534163	8.376386	8.523205
ostta06g02740	6.626296	7.623778	7.751868	4.356689	4.806976	4.974418	3.665356	3.153214	3.222412	2.897641	3.217024	3.23582	4.833486	5.476602	5.065199	7.908681	8.189309	8.118864	8.016685	8.681562	8.65778	8.318789	8.509492	8.471012
ostta06g02750	4.47733908	3.720980671	3.50827752	8.006698166	7.287963104	7.053787685	8.375918989	8.36955342	8.218234167	8.826649887	8.532809911	8.401348196	8.553618323	8.716567454	9.424375956	7.915869766	7.40616506	7.512615273	6.344375712	5.338438113	5.557208136	4.907471161	4.013942162	3.885573032
ostta06g02760	7.145562	7.093993	6.911432	7.818589	7.489836	7.485236	8.081785	8.120853	8.267984	8.47057	8.726203	8.425101	8.516692	8.467763	8.603616	7.745613	7.512705	7.38032	7.595326	7.501665	7.688027	7.39205	7.491595	7.234374
ostta06g02770	8.134587221	7.737325783	7.667747398	7.528968343	7.415021254	7.316076474	7.733130112	7.81744155	7.968299496	7.618960122	7.647540221	7.661686449	7.600627595	7.628641365	7.688445588	7.389530081	7.466071177	7.318000303	7.439098833	7.165782177	7.164497235	7.425319555	7.079167079	7.034171127
ostta06g02780	8.400453	8.911359	9.11091	7.871582	7.789717	7.976158	7.564026	7.436383	7.764595	7.432556	7.355202	7.692857	7.394404	7.569493	7.601404	7.582709	7.61212	7.477035	7.856042	8.01079	8.35384	7.918218	8.33876	8.337236
ostta06g02800	7.617983127	7.041212631	6.907293405	8.561272309	8.578999056	8.734730349	8.519390687	8.513523085	8.413002367	8.411986339	8.262079266	8.378481559	7.863107188	7.928426913	8.233390431	7.129267194	6.748313363	6.676551704	6.397416403	5.890923752	5.834770647	6.070338217	5.408310313	5.124261852
ostta06g02810	6.834507	7.084875	6.45395	7.727486	7.549955	8.04387	7.943264	7.933763	7.869946	7.692698	7.854736	7.739343	7.605983	7.640123	7.945083	7.342116	7.488733	7.552552	7.811126	8.003261	8.318148	8.26623	8.567703	8.774798
ostta06g02820	8.004483247	8.168125572	8.246950869	7.178880539	7.876777923	7.774657654	7.327696186	7.615363214	7.558745345	7.405419729	7.337783931	7.563072155	7.205878899	7.567581356	7.973754543	7.179995092	7.597875286	7.624146464	7.702220712	7.458003879	7.38590936	7.748093739	7.563286915	7.313757577
ostta06g02830	7.68885216	7.691512702	7.9502047965	7.336267	7.379562187	10.814890308	7.30655519	7.138646248	6.831464298	8.052424464	7.289977796	7.175873942	8.216645986	7.993818963	7.958782704	7.934490545	7.104550307	15.728143348	6.685579062	6.305344604	13.786720321	6.739553605	6.708100577	12.6342267
ostta06g02840	8.041338	8.285527	8.59761	7.302589	8.033919	8.32285	7.377105	7.798399	7.67609	7.278887	7.615394	7.436736	7.417428	7.78726	7.7527	7.35847	7.019135	7.015186	6.865037	6.842265	6.810961	7.473208	7.453173	7.337611
ostta06g02850	7.781085057	7.796748319	7.777844222	7.597065587	7.557974169	7.576152428	7.255722707	7.189315256	7.198221999	6.813599841	6.708318071	6.591891593	6.785044104	7.10457118	7.108696176	6.906927004	6.882599557	6.877721301	7.097694773	7.107260161	6.918066813	7.647806338	7.425231771	7.355311427
ostta06g02860	7.284779	7.404206	7.523633	6.740311	6.665041	6.733737	5.832377	5.392993	5.416021	5.948502	4.926949	5.149228	6.207576	5.819017	5.942158	7.436419	7.213174	7.212141	7.834824	7.77889	7.730942	7.495042	7.764832	7.666876
ostta06g02870	5.539754	5.186633	5.178634	6.546255	5.676209	5.606465	7.385044	7.766547	7.191777	7.335633	7.288086	7.790222	8.592996	9.335646	8.964321	8.125128	8.127089	8.026273	7.70294	7.266547	7.573616	7.247435	6.890311	7.062028
ostta06g02880	7.045539786	7.13253977	7.061457996	6.729516043	6.473512398	6.367350939	6.849340534	6.932977353	6.902867597	7.155750078	7.349599991	7.228022136	7.526121019	7.724763429	7.684391012	7.401839883	7.537687118	7.512302224	7.691584502	7.83832916	7.701840993	7.433524218	7.905412385	8.048653274
ostta06g02890	5.504644	5.383303	4.873803	7.037576	6.696729	6.805065	8.765507	9.038519	9.086642	9.185386	9.370635	9.291584	7.530526	7.071158	7.40771	6.069618	5.142489	4.842966	4.771476	4.796291	3.751895	4.932821	5.200058	5.203596
ostta06g02900	7.384046	7.090267	7.183173	7.262811	7.301562	7.103482	7.126197	7.20572	7.174542	7.496848	7.196775	7.103773	7.51042	7.306164	7.194988	7.781971	7.553172	7.424491	8.2071	7.583047	7.617484	8.329565	7.361923	7.182883
ostta06g02910	6.528858	6.239857	6.469798	8.061351	8.030832	8.266033	8.139357	8.112663	7.866586	8.609678	8.532473	8.261432	8.180673	8.174888	8.353043	7.677463	7.113109	7.300482	7.520136	7.126675	6.955214	6.482542	6.548274	6.413741
ostta06g02930	7.884494	6.573068	6.570827	8.830849	8.23794	8.353552	8.223954	8.110058	8.102847	8.003753	7.909091	7.971108	6.714996	6.553403	6.537779	6.413041	5.809848	6.074346	6.008855	4.797446	4.924186	6.194035	4.656825	5.07986
ostta06g02940	6.861531	6.472267	6.424945	7.034299	6.587496	6.655824	7.057674	7.287418	7.127209	7.645091	7.70542	7.574707	8.27028	8.229996	8.218115	7.918445	7.891877	7.805443	7.546282	7.673555	7.6895	7.403509	7.22183	7.280299
ostta06g02960	8.098052551	7.412887801	7.451033213	7.75319486	7.685550336	7.771042356	7.623608563	7.351438487	7.269537685	7.182978636	7.201148628	7.079831304	7.451505575	7.628587145	7.787665537	7.645097701	7.504684538	7.50700179	7.798336863	7.611849473	7.575888035	7.748145325	7.816700475	7.909860099
ostta06g02970	7.866166	7.566588	7.436338	8.15035	7.988396	7.866138	8.120415	8.205857	7.930498	8.238503	8.254195	7.786659	7.854318	7.827241	7.889582	7.657462	7.707645	7.498808	7.945354	8.150212	8.202681	8.125184	8.403324	8.124533
ostta06g02980	8.106821818	7.784625573	7.729492747	8.117467178	7.807831348	7.691657623	8.122166638	8.067787533	7.967346966	7.689011006	7.801501229	7.619127313	7.801225312	7.487876196	7.987669498	7.546336467	7.533389091	7.376826091	7.81469547	7.668295013	7.854441913	8.103352081	7.878941393	7.881147488
ostta06g02990	8.459537	8.69281	8.850984	7.217538	8.052169	7.902825	6.597453	5.898001	5.915766	7.058899	6.707267	6.862011	7.397313	6.611107	6.53616	7.404695	7.349217	7.300603	8.122062	8.680608	8.530304	8.608836	8.88956	9.135776
ostta06g03000	5.969339	6.084594	5.910986	3.70705	3.550885	3.422208	4.109017	4.068159	3.415665	6.007195	6.449777	5.667632	8.189974	8.137575	8.163774	8.808303	8.701922	8.729201	8.88231	8.693708	8.65647	8.337772	8.224066	8.11036
ostta06g03010	6.290026	6.087218	5.782913	7.068445	7.162567	6.813545	7.551973	7.567617	7.440088	8.38552	8.529009	8.172172	8.6014	8.300139	8.474752	7.95705	7.515485	7.352222	7.819062	7.54614	7.616967	7.637024	7.077027	7.055274
ostta06g03020	7.401583	7.769408	7.478614	7.163719	7.495728	7.254254	5.869931	5.823365	5.920442	5.478694	5.168864	5.287066	6.078171	5.48743	5.551344	7.057517	6.500299	6.425186	7.163721	6.891102	7.000096	7.231487	7.415741	7.260747
ostta06g03030	6.982612	6.75231	6.740725	6.233669	6.189687	5.968159	6.832125	7.132702	6.952757	7.580886	8.038751	7.748766	7.906198	7.494076	7.677873	7.976801	8.261307	8.232422	7.588263	8.055218	8.092685	6.815969	7.183617	7.086822
ostta06g03040	8.639602	8.587154	9.059944	8.251799	8.649146	10.06213	7.964929	8.37735	7.798447	7.92734	7.892444	7.599751	8.036852	8.283002	8.39186	7.992022	8.182803	8.397538	7.780196	8.277192	8.566081	7.778151	8.594412	8.917959
