gene ZT00_0 ZT00_1 ZT03_0 ZT03_1 ZT06_0 ZT06_1 ZT09_0 ZT09_1 ZT12_0 ZT12_1 ZT15_0 ZT15_1 ZT18_0 ZT18_1 ZT21_0 ZT21_1
Cre05.g245352 0.373634 0.833558 0.496825 0.883194 0.690223 0.8632 0.660909 1.11997 0.78156 1.38421 0.476146 1.11707 0.862864 1.52102 1.57921 2.08185
Cre05.g245101 0.119831 0.39382 0.566969 0.352727 0.42858 0.530231 0.0758216 0.178 0.0561104 0.0452158 0.0618282 0.121705 0.1767 0.101458 0.186467 0.200539
Cre05.g245102 118.709 127.716 134.594 112.972 93.5583 98.7298 19.3263 33.0483 6.73812 4.40864 20.1149 13.6588 17.1703 12.7871 13.2886 15.3471
Cre05.g244900 10.2844 10.2318 60.3906 59.4955 45.4948 42.237 27.9368 30.9479 25.6106 22.9558 22.4199 23.7757 27.4567 27.7234 31.5548 30.5483
Cre05.g244850 0.772465 0.360806 2.00236 3.15183 1.96986 3.24032 9.52136 8.83249 8.84162 8.77692 8.18135 5.28917 4.11166 4.61357 3.20747 3.59739
Cre05.g244700 18.0165 18.7576 21.1632 19.4351 18.5938 18.6167 18.5676 16.7523 19.9508 13.8503 27.3019 26.8937 26.0371 19.1911 18.8856 17.3641
Cre05.g244650 0 0.184467 0 0.0420693 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g244450 4.31797 3.31031 1.65223 2.38535 3.41704 3.43994 12.5257 8.73072 14.8257 17.9997 8.79468 10.3045 4.13337 4.85117 3.21522 2.90154
Cre05.g244350 0.269215 0.0337949 0 0.0457866 0.720402 0.318641 3.08932 2.89082 7.15781 4.9808 5.29773 4.70182 4.12361 3.7317 3.05145 2.8841
Cre05.g244250 0.631185 0.871998 4.3061 4.5658 4.19699 4.2453 3.51866 3.91322 10.8808 12.2543 7.23325 9.41246 9.78851 13.7781 11.5008 14.2962
Cre05.g244150 2.4097 2.29307 4.15872 3.47345 2.43084 2.74827 1.29458 1.45607 2.07698 1.65825 2.34493 2.48334 3.99509 3.46181 4.10544 3.39566
Cre05.g244050 0.606715 0.670042 2.14986 1.83673 2.02798 2.12602 2.33892 2.70562 2.64453 5.29355 2.7541 3.23183 4.56614 4.74644 4.18619 4.39034
Cre05.g244000 0 0.0211459 0.161943 0.028414 0 0.0594894 0.0661578 0.0931943 0.188011 0.236644 0.129484 0.110454 0.129536 0.188851 0.0719287 0.0484528
Cre05.g243950 5.40543 11.9562 16.1246 14.2409 12.9704 11.8425 6.96694 8.94573 9.84853 6.64427 29.01 24.7014 23.0225 20.7428 13.4305 16.9039
Cre05.g243900 0.207605 0.522391 1.34482 0.91757 1.94591 2.85163 11.4454 9.77189 10.5879 10.9317 6.49461 6.95703 1.84127 2.15648 0.913239 1.19508
Cre05.g243800 40.3433 63.6704 824.094 698.745 788.641 720.902 272.738 362.75 431.381 339.341 393.629 306.398 195.132 152.657 129.806 129.185
Cre05.g243801 0.21587 0.366661 2.14763 2.64429 3.41994 3.15737 4.29539 4.28428 6.32411 9.09325 5.2045 5.4171 6.05501 7.40053 7.72684 8.86699
Cre05.g243600 0.852571 0.534831 0 0.265866 0.950414 0.538127 1.07164 0.526021 0.357806 0.565763 0.219261 0.375131 0.12621 0.159065 0.207689 0.16298
Cre05.g243601 2.10894 1.73196 1.54314 1.83892 1.67849 1.78095 2.77531 2.03979 2.80205 3.09774 1.62961 2.45824 2.51985 2.39638 2.06366 2.14908
Cre05.g243450 4.19419 4.48603 4.2192 4.38302 5.36621 3.60657 1.98941 1.91918 7.75871 4.19868 11.9068 13.2025 11.8619 17.4868 23.3876 30.4975
Cre05.g243452 0.323528 0.409683 0.89322 0.724421 0.895944 0.913305 1.26443 1.1909 1.22613 1.88364 1.33643 1.30191 1.51157 2.13485 2.62481 2.32009
Cre05.g243455 0 0 0.364723 0.474631 0.989811 0.789285 0.780433 0.205286 0.9297 2.86838 1.49751 2.20447 2.48606 2.62001 3.15204 2.94136
Cre05.g243000 53.1611 54.9918 34.545 33.6536 24.578 27.3617 4.9801 6.73367 4.86676 5.3382 7.34524 8.11065 15.2221 16.5731 19.8411 19.2071
Cre05.g242950 7.53002 8.62179 10.0752 8.75929 7.89241 7.58434 4.88994 6.81871 4.48522 4.88951 4.33715 2.76723 2.43962 2.58041 2.01283 1.96934
Cre05.g242856 0.309504 0.339195 0.6654 0.75913 0.799579 0.668499 0.979535 1.07292 0.753774 1.37983 1.19789 1.32026 1.67307 2.28185 2.32466 2.95
Cre05.g242857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.130808 0
Cre05.g242860 0.223757 0.309486 0.290036 0.361396 0.349479 0.21194 0.317039 0.165819 0.0940211 0.0747499 0.0863971 0.318103 0.148885 0.125551 0.273229 0.171605
Cre05.g242750 0.495313 0.143154 0 0.162208 0.0474566 0.218063 0.0783746 0.0262805 0.676031 0.745699 0.876336 0.970197 0.563337 0.529404 0.643504 0.505774
Cre05.g242700 1.53714 1.69828 1.89298 1.52973 1.66751 2.18516 0.993567 0.977556 0.75986 1.08542 1.69778 1.29344 1.75076 1.17427 1.70374 2.08499
Cre05.g242550 1.4959 2.41623 6.14995 8.65865 7.26885 7.879 8.01975 9.26658 59.8333 47.2892 35.7691 39.8365 21.3317 26.1456 17.3339 17.5874
Cre05.g242500 4.73999 9.73692 24.1321 23.8628 21.8207 24.1443 22.7816 25.0141 103.683 77.3062 72.3964 71.6583 46.5718 52.4306 40.729 41.4794
Cre05.g242502 9.829 3.9031 1.94062 2.08837 1.31794 1.96409 0.0745921 0.408316 0.192883 0.0610428 0.425495 0.195969 0.183639 0.270153 0.268752 0.316367
Cre05.g242350 76.9685 95.2524 56.3571 51.5391 56.4416 47.5363 48.7937 52.2042 5.07028 5.42801 4.90911 5.22879 6.50685 5.09083 5.91339 7.02465
Cre05.g242178 4.84539 1.54325 4.61058 2.42041 5.0322 4.21563 10.1589 11.5097 12.3887 11.9937 8.86167 8.93716 5.17346 5.30452 4.15827 4.63202
Cre05.g242179 0 0.0773228 0 0.121315 0.136812 0.314381 0.967719 0.909092 1.60462 1.84336 1.22362 1.38863 0.406414 0.661726 0.52598 0.570758
Cre05.g242180 0 0.237931 0.311913 0.0813346 0 0.112848 0.0745393 0 0.0665303 0.155045 0.183637 0.436203 0.10641 0.331406 0.173063 0.361648
Cre05.g242100 2.6019 5.28246 6.08564 6.44837 5.81602 5.78211 3.52399 4.46873 4.23738 5.16268 4.46784 5.05395 6.8523 7.73286 8.80956 8.66614
Cre05.g242050 0.224484 0.481808 1.23234 0.962821 0.852703 1.3034 1.15283 1.58312 3.23012 3.06337 3.34279 3.40838 2.11155 3.08442 2.06551 2.29373
Cre05.g241851 0 0.0914511 0 0 0 0 0.0326319 0 0 0.0462243 0 0 0.0459331 0.0581598 0.0759422 0
Cre05.g241751 0.304991 0.34701 1.27891 2.16231 3.05101 2.40391 1.7129 2.40692 4.00614 4.20514 4.57363 5.67639 5.17719 5.3698 3.90662 4.59448
Cre05.g241600 68.0363 20.5583 29.4375 36.621 30.2665 29.9581 17.5247 17.8016 29.3229 24.2954 31.2251 36.5751 42.7582 51.392 68.1534 86.2554
Cre05.g241632 1.4627 1.65007 1.93555 2.56028 2.98477 2.43605 2.00559 1.95004 2.03384 2.2514 2.9029 2.74262 4.09767 3.68429 3.48396 4.05659
Cre05.g241634 0.138865 0.223848 0.0325242 0.132859 0.135546 0.185606 1.69647 1.2856 1.82858 2.47061 1.08541 1.34122 0.334724 0.464217 0.40726 0.415529
Cre05.g241635 0.224994 0.727789 1.33593 1.49789 1.3477 1.72788 1.0389 1.00248 0.783663 0.936175 1.63659 1.3345 1.79191 1.86609 2.12187 2.24068
Cre05.g241636 85.7678 81.4669 54.2506 48.8878 34.8994 36.1361 12.7372 11.0941 12.0077 9.53474 15.565 17.4765 34.7631 38.3119 74.9065 81.0293
Cre05.g241637 3.04114 4.44909 19.2202 18.282 20.1101 21.9732 21.703 22.6208 185.416 103.679 132.148 128.998 75.8389 77.5116 43.5517 52.6762
Cre05.g241638 38.3306 26.2443 9.99939 7.60132 4.93806 5.66645 6.12798 5.14252 10.6989 6.58587 9.4416 10.7078 9.02565 8.88598 8.09029 8.56243
Cre05.g241647 0.309075 0.0774848 0.20085 0.184038 0.275549 0.438856 0.145565 0.228745 0 0.204529 0.238369 0.0941461 0.0686634 0.129613 0.150427 0.0590117
Cre05.g241651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g241653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g241655 120.944 69.1197 8.70586 13.5353 13.8048 13.5268 5.72256 4.05895 15.8414 9.48378 12.6903 10.2247 6.80833 5.75231 7.98387 8.37297
Cre05.g234550 3629.01 3759.75 6952.17 6357.53 5920.94 6116.56 1093.61 1904.9 705.252 575.348 304.424 258.812 543.567 270.118 746.404 432.342
Cre05.g234576 0 0 0 0.070076 0 0 0 0 0 0 0 0.0832533 0 0 0 0
Cre05.g234600 0.113393 0.129108 0.913841 1.12148 1.47057 1.27697 2.06435 2.61171 1.8247 2.38745 1.44855 1.51448 2.0056 2.07414 2.85151 2.92647
Cre05.g234636 8.57644 9.36657 8.30074 6.71803 11.0466 10.4376 10.5647 9.41388 9.70258 6.36363 12.0737 11.2888 12.423 10.3279 8.40697 8.57851
Cre05.g234637 1378.07 1389.79 1225.05 1265.82 860.788 1021.59 722.524 817.461 1897.33 1383.46 2596.02 2098.6 1466.9 1350.2 1105.35 1218.32
Cre05.g234638 158.807 236.737 84.1863 82.295 37.7194 48.3626 44.4592 40.6258 31.8742 25.2982 81.3522 76.2031 72.8172 71.1542 56.0951 68.3155
Cre05.g234640 0.0357029 0.275862 1.24299 1.73466 1.31052 1.57552 1.53407 1.38073 2.56698 4.78408 2.56838 2.88863 3.60545 4.13646 4.41938 4.9575
Cre05.g234642 1.10786 0.901025 0.159055 0.303211 0.0275008 0.0875094 0.330545 0.456818 1.72765 1.52519 2.47534 2.97533 1.58047 1.80328 1.79626 1.85005
Cre05.g234643 0 0.0720146 0.760526 0.0989162 0.515459 0.274056 0 0.641397 0.56475 0.124201 0.222802 0.64777 0.518247 0.641658 0.488624 0.983884
Cre05.g234644 0.736675 0.417433 1.07291 1.06424 1.06894 1.00333 1.27741 1.36565 1.54897 2.57507 3.05964 2.31911 2.44901 2.04426 2.11745 1.83975
Cre05.g234645 0.0777302 0.172201 2.57946 2.78102 4.48518 4.20226 5.85458 6.80217 5.81378 9.72035 3.16031 4.0817 4.79307 6.20786 6.06936 7.45235
Cre05.g234651 97.0673 136.736 47.2424 41.4431 6.0889 10.3374 31.2839 22.2495 51.9123 41.0427 59.218 56.0249 44.4239 49.244 43.3166 46.3019
Cre05.g234658 16.0882 15.2107 11.488 12.468 10.9238 12.0354 15.0086 14.9441 11.1668 11.438 6.75119 6.72412 6.31029 6.31006 5.40744 6.25575
Cre05.g234660 39.0464 9.17362 0.644749 0.33916 1.01623 1.36701 18.0372 14.6579 46.3595 46.3325 29.7333 33.7522 32.1607 30.4533 32.5539 26.477
Cre05.g234662 6.54583 8.98914 9.36331 5.70263 4.23023 4.80675 7.72836 5.93592 10.5811 10.6286 15.2579 11.2587 10.4382 9.46518 8.69504 8.17872
Cre05.g234663 10.5376 10.2096 11.6077 9.9913 7.60517 8.50092 6.64855 5.99393 4.16775 5.91998 3.9271 4.07469 5.39033 5.52121 6.94283 6.65886
Cre05.g234664 7.76427 5.12192 8.0246 5.69348 5.03357 4.07873 7.13864 7.36999 6.89618 7.44125 14.4234 8.82037 9.42102 8.29829 8.08203 6.78569
Cre05.g234650 2.49696 3.11353 5.92751 2.04914 5.55503 2.89777 2.41173 1.67625 2.21525 1.92156 4.89107 3.54878 5.15807 3.15433 4.77699 5.33634
Cre05.g234700 17.8157 21.5196 23.8595 20.352 25.7578 25.5988 13.6666 16.0147 6.95823 8.34943 4.73686 5.2621 8.23904 7.8331 8.33066 9.48382
Cre05.g234750 27.597 35.0956 41.8423 41.3938 22.8957 23.9469 9.53216 11.8012 15.9501 12.3135 26.1328 18.6183 17.0976 13.4603 9.47764 9.13421
Cre05.g234801 2.24298 1.78336 1.23004 1.59357 2.21665 1.9004 2.40389 1.31139 1.44963 1.25374 2.31259 1.98799 3.43139 2.88986 3.632 2.8009
Cre05.g234892 0 0.410495 0.839854 0.769311 0.503782 1.06819 0.405428 1.19484 5.59895 2.02719 1.49421 1.97045 0.638635 0.406073 0.199997 0.308102
Cre05.g234934 0 0 0 0.0133111 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g234976 10.8709 10.2933 12.4871 10.9476 10.4233 11.7445 7.4685 6.72094 6.38778 2.73736 8.71579 9.08359 12.1203 12.6563 13.0864 16.8397
Cre05.g235144 0 0.0254347 0.0650044 0.0598548 0.0675026 0.0954542 0 0.0373787 0.0706893 0.0341112 0.0389504 0.0715811 0.0445588 0.0993713 0.0370753 0.155379
Cre05.g235186 0 0 0 0 0 0 0.0387267 0 0 0 0 0.0249971 0 0 0 0
Cre05.g235355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g235450 15.6734 14.6015 10.0862 8.94526 12.7614 10.1928 10.2202 10.8252 10.6628 11.31 8.1849 10.8597 12.6198 13.7746 13.5714 13.6927
Cre05.g235700 1.79981 1.35522 11.6841 13.6106 15.6202 17.3032 21.7578 25.1161 99.2552 106.629 142.188 116.202 80.288 81.6222 69.1934 72.7016
Cre05.g235750 0.505755 0.852244 0.326354 0.987736 2.61892 2.05798 38.049 32.7403 33.4475 49.5447 14.0577 18.3805 2.98336 5.22083 3.23024 2.96171
Cre05.g235850 0 0.0173808 0 0.0117056 0 0 0.0217553 0 0.386679 0.418586 0.958709 0.853642 0.579733 0.795324 0.270333 0.265459
Cre05.g236183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0499674 0
Cre05.g236300 0 0 0 0 0 0 0.0117407 0.0551198 0.0834034 0.134491 0.0287187 0.0904423 0 0.0209481 0.018237 0.043
Cre05.g236350 0.125118 0.0157891 0 0.0318827 0.027952 0.0889463 0.0592862 0.0464311 0 0 0.0483836 0.0254136 0 0.0528681 0.0306829 0.072318
Cre05.g236400 3.80413 3.77515 2.24364 2.27821 4.69467 4.16684 3.16491 4.53522 4.31831 4.40363 4.70306 5.61289 8.13705 8.21324 9.65948 10.4086
Cre05.g236450 3.05272 2.34168 4.3945 2.78868 2.41954 3.41473 1.9899 2.20768 2.32503 2.90229 4.87662 3.60155 4.85057 4.95711 5.59428 6.5202
Cre05.g236525 0 0 0.588958 0.540699 1.26707 1.07579 2.21702 2.60916 3.21331 3.99517 2.5435 3.64461 3.27512 2.70817 2.88439 3.30953
Cre05.g236626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g236750 4.22117 4.57912 4.80903 4.17516 4.46144 3.95476 1.75851 2.8392 4.40712 3.6122 4.18812 3.82307 4.70303 5.74173 5.71785 5.1158
Cre05.g236802 1.55262 1.68299 2.56887 2.10446 2.08313 1.95101 1.49957 1.69203 1.36756 1.66334 1.74313 1.97646 1.70474 2.09845 2.64167 2.70203
Cre05.g236850 0.0592224 0.114953 5.26631 5.97202 5.34216 5.82293 5.86603 6.68994 3.71341 4.26115 1.31474 1.74039 1.37 1.35053 1.12232 1.31392
Cre05.g236878 0.0723826 0.177092 0.217721 0.360474 0.507176 0.514853 0.404985 0.268929 1.16666 1.09099 1.75614 1.96046 2.81607 3.00688 3.19949 3.81701
Cre05.g236907 0.0383044 0.125901 0.345956 0.221159 0.359633 0.653763 0.157555 0.113803 0.925553 1.11911 1.74916 1.71176 2.40602 3.20033 2.92732 3.74323
Cre05.g236926 0.0888242 0.0785673 0 0.00754257 0.0198529 0 1.01134 0.560676 1.72158 2.02898 1.23724 1.77718 0.294751 0.400946 0.229065 0.325739
Cre05.g236950 0.582152 0.497939 1.61845 1.61231 2.36208 2.46251 3.05915 2.36106 5.30817 4.88123 4.33158 5.27576 5.98369 7.02407 7.13776 6.98349
Cre05.g237000 51.0295 69.2048 74.2598 72.5187 47.247 45.218 16.899 18.9199 12.4538 11.0061 17.8717 19.5167 26.6463 23.4189 25.2811 25.9189
Cre05.g237150 2.4197 2.59634 0.224892 0.20589 0 0 36.4234 16.7474 88.5284 84.5942 21.7153 37.3074 4.61085 8.49156 2.77171 2.23996
Cre05.g237250 23.1718 19.101 23.1241 20.4877 20.6057 21.0317 10.8733 12.7714 7.02574 5.42035 8.37936 7.55415 8.10354 7.3625 8.22855 7.12401
Cre05.g237350 21.6644 23.9038 22.1329 18.2676 17.0962 15.5482 16.3438 11.0408 12.7555 10.8668 12.3141 14.5371 15.9559 15.4765 15.0582 15.2229
Cre05.g237450 0.140858 0.388829 91.457 115.745 120.409 110.358 211.992 257.08 336.303 264.477 61.1868 49.8015 39.9085 32.446 32.2237 28.8152
Cre05.g237500 0 0 0 0 0.0518627 0 0.0365869 0 0.0651086 0.0775825 0 0.0472112 0.0515682 0 0.0283758 0.0445517
Cre05.g237526 0 0 0 0 0 0 0 0 0 0 0 0.153648 0.0841638 0.0527372 0 0
Cre05.g237600 3.98524 4.3915 5.20707 4.77878 4.24937 4.57489 3.9474 5.027 3.62753 4.17738 3.67801 3.48181 3.99445 4.86156 4.65671 4.20593
Cre05.g237700 211.378 254.703 64.3956 60.4314 25.826 33.1593 57.7215 46.3585 171.196 89.6613 247.566 235.172 148.295 127.925 82.7601 98.1133
Cre05.g237850 0 0 0 0 0 0 0 0 0.0555111 0.130301 0 0.121135 0.0885073 0 0.0964296 0
Cre05.g237910 0.321179 0.307995 0.249044 0.12004 0.1435 0.152213 0.142026 0.0953461 0.631018 0.679715 1.19227 1.81357 2.50295 2.87671 2.77207 3.98442
Cre05.g237930 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g238052 0.0512672 0.0692391 0.68262 0.597607 0.710931 0.729396 1.16415 1.30823 1.69157 1.92135 2.11763 1.72531 2.34903 2.41605 3.27713 3.20812
Cre05.g238140 0 0 0 0 0 0 0 0 1.09308 0.980289 0.225968 0.653438 0.302569 0.191695 0.119194 0.0748773
Cre05.g238200 198.393 248.215 505.465 427.513 43.1054 84.0271 53.1036 35.3409 780.138 429.807 535.242 492.98 397.372 373.894 292.164 325.083
Cre05.g238260 0.777324 0.962523 2.10131 2.78546 1.89406 2.00921 1.85181 1.57304 5.0563 4.71823 4.42582 4.52123 5.28925 6.62437 6.63266 7.34615
Cre05.g238270 1.25372 1.18607 7.21323 4.35785 2.89899 2.37024 2.6599 2.40535 4.60995 3.19437 4.6276 5.03978 6.37383 6.53787 6.11386 7.20901
Cre05.g238311 919.574 517.355 289.83 225.62 379.258 330.322 169.839 160.258 347.523 155.383 185.296 153.777 213.936 120.836 185.662 83.1743
Cre05.g238322 41.8602 49.4189 81.8745 79.7122 50.2544 50.7887 8.75241 10.289 4.65012 4.17772 14.1476 10.5359 19.4568 15.1893 17.1011 16.7303
Cre05.g238332 487.76 595.212 4939.2 4294.39 5121.98 4857.09 2692.72 3078.19 1973.73 1310.22 780.476 633.498 546.065 362.496 347.97 295.719
Cre05.g238400 0.932079 0.909638 1.20441 0.950045 1.05505 0.530094 0.785191 0.968511 1.36047 1.13372 1.20147 1.51457 1.84329 1.59294 0.960047 0.454954
Cre05.g238450 0.723445 0.134038 0 0.0901055 0.409589 0.342935 0.304999 0.931103 0.514727 0.479526 0.111952 0.117559 0.128054 0.258443 0.118417 0.0372215
Cre05.g238600 1.54319 2.45651 3.36244 2.58094 7.581 6.88836 0.743134 0.783206 5.03448 1.91259 4.20629 3.54673 2.73496 3.03829 0.775575 0.562304
Cre05.g238724 0 0 0 0 0 0.28506 0 0 0.332972 1.21426 0 0.24594 0 0 0 0
Cre05.g238761 0 0 0 0 0 0 0 0 0.0499302 0.0392104 0 0 0 0 0 0
Cre05.g238850 6.63982 5.65194 9.03101 10.2454 11.4262 9.72025 9.45425 8.2283 7.12495 5.34773 5.00179 4.98578 6.24337 4.48971 5.78689 4.9531
Cre05.g238950 30.3909 35.7683 15.0543 15.0429 7.80613 9.96713 15.4223 12.9582 16.0381 11.4337 23.8467 19.8003 20.5698 18.924 15.2498 13.9111
Cre05.g239050 16.0545 19.5326 2.71016 3.79629 2.15724 2.56149 3.59889 3.34987 4.02201 5.21137 5.11432 5.16861 4.69055 4.95525 5.22812 4.53307
Cre05.g239083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre05.g239200 3.75682 5.30811 10.1173 5.60888 5.58438 5.99422 3.58602 3.91502 24.412 14.3213 24.5858 21.7011 15.9409 16.8261 15.3245 14.2079
Cre05.g239750 1.65177 0.978108 3.52849 3.37993 5.54993 4.62826 12.5605 13.215 10.8812 11.1532 3.49821 5.23662 1.65403 2.38536 1.56621 1.46533
Cre05.g239950 0.843816 0.888384 0.181553 0.820064 0.754352 0.755561 0.830151 0.87025 0.329169 0.551009 1.05194 0.856998 1.88765 2.0363 2.88933 2.18912
Cre05.g239978 1.17454 1.50079 0.516947 1.02125 0.532936 0.356467 0.584439 0.884929 1.29761 0.747593 2.53306 1.09473 2.06103 0.6821 1.87976 1.48047
Cre05.g240150 14.7473 14.9799 10.9428 14.1185 12.3381 12.101 13.6832 12.167 17.5272 14.0788 15.9299 15.1168 15.5303 12.7369 12.045 14.6082
Cre05.g240300 0 0 0 0.38137 2.27602 0.694862 0.447587 1.07638 1.01115 0.721711 10.6569 7.95613 15.4773 9.87375 5.66805 5.34692
Cre05.g240400 0 0.0459376 2.15184 3.03167 3.27172 4.51742 6.61759 6.65317 4.35962 3.46081 1.83941 2.68461 1.38854 1.0755 1.82767 2.02768
Cre05.g240450 5.26876 2.03427 3.4539 2.29575 2.3404 2.07394 3.46085 3.88289 65.5269 38.0142 26.5263 34.5233 12.2902 12.7847 6.76029 7.94027
Cre05.g240600 1.74413 1.85891 0.265816 0.104641 0.0915881 0 0.290913 0.228157 1.43754 1.55702 5.07207 3.77147 7.77954 7.54707 6.24376 8.07241
Cre05.g240650 62.0312 32.9669 13.5546 12.8366 7.71854 7.74259 12.941 12.0696 5.35527 7.99354 4.58368 4.84587 7.39708 7.08166 9.35356 10.1029
Cre05.g240750 0.0610444 0.323578 0.236624 0.08296 0.136381 0.231452 0.134999 0.090618 0.15422 0.178796 0.283286 0.223185 0.189183 0.206378 0.164691 0.235259
Cre05.g240800 71.4718 77.6191 81.0636 66.1933 86.2956 84.2358 79.2432 79.3123 85.3211 73.2139 95.3487 76.4897 58.5419 53.914 34.2653 38.4346
Cre05.g240900 1.76763 3.23445 5.18627 5.35567 5.95092 4.92986 4.34373 4.60858 9.66166 9.83619 8.39739 9.8495 13.7044 13.4949 14.0998 14.8922
Cre05.g241000 51.1419 72.7926 108.609 101.169 28.6668 32.9134 17.6127 17.3782 8.9926 10.6662 20.9931 20.4371 17.5373 16.1439 13.3607 14.7968
Cre05.g241100 58.8268 72.8141 34.6474 32.7506 19.609 22.5118 29.7589 24.5171 38.1945 27.0755 36.0859 31.8408 20.5864 18.2304 10.8665 13.2639
Cre05.g241250 0.0360496 0.173206 0 0.00612155 0 0.0170916 2.78353 1.57989 5.24716 6.46158 3.01359 3.96893 0.446461 1.08898 0.558194 0.250696
Cre05.g241300 83.402 107.548 80.6864 82.6251 82.4799 79.9903 140.967 140.682 190.023 116.908 91.4405 98.7765 41.7113 35.841 20.6361 21.8217
Cre05.g241350 7.13357 10.9882 11.1182 10.9083 16.0284 14.7818 11.7683 13.5294 10.1851 12.0041 9.05318 9.65045 16.5451 17.6139 21.0657 18.914
Cre05.g241400 11.0028 8.89029 12.0125 14.634 12.212 14.9197 6.91389 7.14363 10.6037 11.6664 7.11645 8.11941 5.95622 6.40675 10.1058 9.70333
Cre05.g243358 0.710965 0.578299 0 0.0605 0.237552 0.168194 0 0 0.0993159 0.351032 0 0.252644 0.23713 0.247985 0.561209 0.203155
Cre05.g245158 64.6793 39.4737 11.7767 11.2597 7.14221 7.50213 4.89624 4.52199 5.01863 5.61307 2.14189 3.79475 3.82304 3.58555 4.38148 3.74602
Cre06.g248800 37.517 44.1059 12.2509 11.8514 6.96905 7.6099 11.2156 7.70362 24.2361 17.6993 31.4953 29.9647 18.2776 14.5892 13.4644 17.8952
Cre06.g248950 6.05205 4.87251 11.5792 11.0077 13.4714 10.6892 17.1584 17.1226 4.37604 4.78962 2.64989 3.02683 1.59225 1.76998 1.72296 1.32074
Cre06.g249200 12.4101 15.1048 17.969 18.4049 18.8973 16.9693 28.1502 31.7463 26.2443 23.9898 19.0784 18.2258 15.9048 13.7544 12.1618 15.3628
Cre06.g249300 13.7409 12.741 24.8608 17.7704 19.8885 18.5977 34.1934 33.0143 29.6298 19.8764 24.112 21.081 13.5013 13.3523 12.2701 13.9427
Cre06.g249350 2.61772 4.15457 3.08271 2.84689 2.99715 2.76486 3.38397 4.09234 1.48343 1.00715 2.34542 1.59517 2.11335 1.9173 2.3571 2.712
Cre06.g249400 0 0.0198437 0 0.013376 0.0351572 0 0 0 0.0220807 0 0 0 0 0 0.0385555 0
Cre06.g249800 50.3289 46.6607 27.5977 19.9334 29.6872 24.7777 30.6237 26.0831 21.5346 22.1295 25.0832 23.0516 18.1516 17.7634 26.7413 24.4022
Cre06.g249850 3.90144 4.341 5.78733 5.97303 6.40906 5.87273 4.56635 4.65791 8.97152 5.34364 11.0535 10.6448 12.9505 12.0248 10.326 10.1067
Cre06.g249950 0.21456 1.12439 1.87043 3.2891 2.01367 1.95772 1.6446 1.83183 3.23825 2.02167 3.77621 3.81339 4.34466 4.49105 4.47577 4.09611
Cre06.g250000 0 0.0579172 0 0.0681902 0.0256269 0.108724 0.0906105 0.0425701 0.144903 0.0387949 0.177441 0.209672 0.152316 0.177778 0.0984872 0.287421
Cre06.g250150 0 0 0 0.0968556 0 0.798342 0 0.413372 0 0.57117 0 0.229483 0 0 0.133077 0
Cre06.g250200 650.829 856.915 2004.71 1800.53 1491.26 1465.69 906.794 936.407 529.285 280.485 78.0069 59.0679 66.7498 44.8567 72.661 61.7196
Cre06.g250276 6.83422 8.32418 3.56962 3.16669 3.94743 2.35538 1.59123 1.53676 1.68533 0.589946 1.97504 1.7667 2.90435 2.5461 3.87461 4.04068
Cre06.g250550 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236833 0
Cre06.g251000 84.7584 101.659 102.099 86.2572 147.916 133.419 226.071 207.745 216.812 186.285 109.348 128.387 63.7842 58.8364 48.1301 49.7764
Cre06.g251150 132.093 155.385 118.85 107.517 87.3135 98.7928 13.3796 19.1641 39.3555 11.628 53.8271 59.8949 58.9796 44.2879 34.7174 41.3496
Cre06.g251200 1.27512 2.55977 11.4075 11.7603 11.0559 11.2007 12.4218 14.2662 81.5016 41.6541 49.1903 49.2002 31.0824 30.1352 18.3965 22.5348
Cre06.g251350 34.6743 45.5913 6.21413 6.93759 2.43795 4.013 8.00418 7.18836 7.77699 3.77461 12.9151 10.1669 10.5837 14.6081 12.4439 12.3562
Cre06.g251500 122.702 150.666 52.1746 45.5971 8.44235 13.226 20.7303 12.4716 17.6483 6.91888 43.0188 28.577 30.5951 28.2653 23.2354 24.1323
Cre06.g251600 386.462 354.499 142.554 123.186 73.6502 74.0392 47.4722 45.0355 27.6358 28.2428 33.8822 29.9102 51.0462 48.378 71.3147 68.4247
Cre06.g251716 65.3609 53.6735 30.5962 27.9081 24.994 24.2548 15.8746 16.9658 11.3039 7.63331 18.3315 16.9888 26.1467 21.1311 32.1108 24.928
Cre06.g251750 1.36408 1.51003 0 0.199044 0 0.0921777 39.4816 21.6064 74.3178 70.7575 30.3212 43.0503 4.59601 8.3622 2.59944 2.9648
